,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early Childhood Services Directory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A list of New Zealand Early Childhood Services including contact details, institution information, regional information and management contact details.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^ Email addresses are only listed for Early Childhood Education services that agreed to have their email publicly released.  Persons or organisations wishing to send email material to individuals or organisations whose email addresses appear in this directory must comply with the requirements of the Unsolicited Electronic Messages Act 2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"*Other Ethnicity includes, Other, MELAA, Not Stated. In the case of Kohanga Reo services Other also includes Asian and European.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roll data as at 1 July 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report data last updated on: 22 - June - 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number,Name,Telephone,Fax No,Email^,Street,Suburb,Town / City,Institution Type,Definition,Authority,20 Hours ECE,Equity Index,Territorial Authority with Auckland Local Board,Regional Council,Education Region,General Electorate,Maori Electorate,Census Area Unit,Ward,Management Contact Details,Management Location Address,Management Postal Address,Management Postal Suburb,Management Postal City,Management Contact Phone,Management Contact Fax,Community of Learning: ID,Community of Learning: Name,Longitude,Latitude,All Children,Under 2's,Age 0,Age 1,Age 2,Age 3,Age 4,Age 5,Total Roll,Maori,Pacific,Asian*,European Pakeha*,Other*
70435,Rangiora First Learners ,03 313 5675,,firstlearners@hotmail.com,48 Church Street,,Rangiora,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Waimakariri District,Canterbury Region,Canterbury/Chatham Islands,Waimakariri,Te Tai Tonga,Rangiora Central,Rangiora-Ashley Ward,Linda Broekman,127 Kippenburger Avenue,P O Box 569,,Rangiora 7440,03-3131242,,,,172.589929,-43.307171,54,16,2,5,6,15,14,1,43,11,3,2,27,0
70437,Rangiora High School Nursery School,03 313 7734,03 313 1165,manager@rangioranurseryschool.co.nz,4 Wales Street,,Rangiora,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Waimakariri District,Canterbury Region,Canterbury/Chatham Islands,Waimakariri,Te Tai Tonga,Rangiora North,Rangiora-Ashley Ward,Vivienne Cumming,Wales Street,Wales Street,Rangiora,Christchurch 7400,03-313 7734,,99077,Puketeraki Community of Learning,172.598519,-43.296145,45,0,0,0,6,22,33,4,65,8,3,3,50,1
70438,Rangi Ruru Pre-School,03 983 3757,03 983 3710,preschool@rangirurupreschool.ac.nz,46 Rhodes Street,Merivale,Christchurch,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Merivale,Fendalton Ward,Linda Scanlan,59 Hewitts Road,59 Hewitts Road,Merivale,Christchurch 8014,03-983 3757,,99215,Te Taura Here o Otautahi Kahui Ako,172.617665,-43.520855,30,0,0,0,7,13,12,6,38,8,0,4,22,4
70439,Rakaia Playcentre,03 377 9516,,Kirsty.csc@playcentre.org.nz,Mackie Street,,Rakaia,Playcentre,Not Applicable,Community based,Yes,EQI 5+,Ashburton District,Canterbury Region,Canterbury/Chatham Islands,Selwyn,Te Tai Tonga,Rakaia,Eastern Ward,Kirstene  Brown,18 Pingau Street,P O Box 57217,Camborne,Porirua 5247,03-377 2540,03-377 9516,99009,Opuke Community of Learning,172.023595,-43.752004,25,10,3,4,4,1,4,0,16,0,1,0,13,2
70441,Redwood Early Childhood Centre,03 352 5722,,recc@xtra.co.nz,339 Main North Road,Redwood,Christchurch,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Styx Mill,Papanui Ward,Nadine Bashford,,339 Main North Road,Christchurch,Christchurch 8051,03-3882327,,99039,Totaranui Kahui Ako,172.616675,-43.477318,40,10,2,9,12,10,22,0,55,7,0,5,41,1
70445,Christchurch Rudolf Steiner Kindergarten ,03 337 0514,03 337 0515,admin@ch.steiner.school.nz,19 Ombersley Terrace,St Martins,Christchurch,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Opawa,Heathcote Ward,Frances Ritchie,,P O Box 19944,Woolston,Christchurch 8241,03-3371511,03-3370515,99110,Steiner Waldorf Community of Learning,172.659298,-43.560395,100,0,0,0,10,12,26,10,58,9,1,5,43,0
70447,BestStart Salisbury Street ,03 379 3570,03 379 3287,salisbury@best-start.org,150 Salisbury Street,,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Avon Loop,Central Ward,Trish Keith,561 Great South Road,P O Box 276177,Manukau City,South Auckland 2241,03-3411096,,99215,Te Taura Here o Otautahi Kahui Ako,172.638304,-43.524605,66,20,2,18,12,20,17,1,70,7,1,17,38,7
70451,Spreydon Baptist Community Early Learning Centre,03 338 5468,03 338 4325,lisa@thelighthousepreschool.co.nz,239 Lyttleton Street,Spreydon,Christchurch,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Wigram,Te Tai Tonga,Barrington North,Spreydon Ward,Lisa Saunders,,P O Box 33048,Barrington,Christchurch 8244,03-3514415,,99177,Te Mana Raupo Community of Learning,172.60734,-43.556124,41,16,3,14,21,20,8,0,66,13,3,5,35,7
70455,St Albans Community Preschool,03 355 9396,03 355 9325,officestalbanspreschool@yahoo.co.nz,3 Thames Street,St Albans,Christchurch,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Mairehau,Innes Ward,Odette Gallagher,,3 Thames Street,Saint Albans,Christchurch 8013,03-3559396,03-3559325,,,172.639213,-43.504518,35,4,0,0,9,13,8,2,32,3,3,2,21,3
70457,Cotswold Preschool and Nursery,03 359 7675,03 359 7679,office@cotswoldpreschool.co.nz,37 Colesbury Street,Bishopdale,Christchurch,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Bishopdale North,Harewood Ward,Della Dunnill,,P O Box 20172,Christchurch,Christchurch 8543,03-3323947,,99039,Totaranui Kahui Ako,172.587216,-43.485008,40,8,0,4,8,16,15,1,44,4,3,11,25,1
70459,Moa Kids Community Early Learning Centre Inc,03 384 1910,,admin@moakids.org.nz,"Barnett Park, Main Road",Redcliffs,Christchurch,Education and Care Service,Not Applicable,Community based,Yes,Not Applicable / Unknown,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Port Hills,Te Tai Tonga,Moncks Bay,Heathcote Ward,Hayley Strachan,Barnett Park 200 Main Street,P O Box 41011,Ferrymead,Christchurch 8247,,,99196,Aupaki Kahui Ako,172.740146,-43.563597,50,10,0,1,0,0,0,0,1,0,0,0,1,0
70461,The Enchanted Garden,03 359 7944,03 359 7469,enchantedgardenecc@xtra.co.nz,255 Greers Road,Papanui,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,Not Applicable / Unknown,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Wairarapa,Waimairi Ward,Debbie Taylor,255 Greers Road,16 Rivers Edge,Northwood,Christchurch 8051,03-323 4074,,99027,Waimairi-iri Community of Learning,172.585463,-43.500023,33,10,2,9,12,13,7,0,43,11,2,3,21,4
70463,Sydenham Community Preschool,03 374 9023,,admin@sydenhampreschool.co.nz,Waltham School 130 Waltham Road,Sydenham,Christchurch,Education and Care Service,Not Applicable,Community based,Yes,EQI 3,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Waltham,Heathcote Ward,Rhonda Duncraft,,P O Box 7236,Christchurch,Christchurch 8240,03-9800326,,99177,Te Mana Raupo Community of Learning,172.647193,-43.548831,40,10,1,6,10,10,18,0,45,13,3,1,28,0
70466,Swannanoa Preschool,03 312 6198,,swannanoapreschool@xtra.co.nz,1303 Tram Road R D 6,,Rangiora,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Waimakariri District,Canterbury Region,Canterbury/Chatham Islands,Waimakariri,Te Tai Tonga,Mandeville,Oxford-Ohoka Ward,Joanne Dobson,1303 Tram Road,1303 Tram Road,Rangiora,Christchurch 7471,03-3120525,,99077,Puketeraki Community of Learning,172.497702,-43.369978,100,20,5,22,29,47,44,0,147,18,2,4,121,2
70472,The Cathedral Grammar School Pre-School,03 365 0385,03 365 0384,,2 Chester Street West,Christchurch Central,Christchurch,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Hagley Park,Central Ward,Scott Thelning,26 Park Terrace,P O Box 2244,Christchurch Mail Centre,Christchurch 8140,03-3650385,03-3650384,,,172.628781,-43.527875,50,0,0,0,0,3,15,6,24,0,0,9,10,5
70475,Montessori Courtyard Preschool,03 332 1444,03 332 1429,shelagh@courtyardpreschool.org.nz,99 A Somerfield Street,Somerfield,Christchurch,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Port Hills,Te Tai Tonga,Somerfield,Cashmere Ward,Shelagh Powell,99 A Somerfield Street,99 A Somerfield Street,Somerfield,Christchurch 8024,03-3321 444,03-3321 429,99177,Te Mana Raupo Community of Learning,172.632542,-43.559282,70,0,0,0,16,24,14,2,56,5,2,16,27,6
70478,Tuahiwi Community Preschool,03 313 2141,03 313 2431,tuahiwipreschool@xtra.co.nz,204 Tuahiwi Road R D 1,,Kaiapoi,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Waimakariri District,Canterbury Region,Canterbury/Chatham Islands,Waimakariri,Te Tai Tonga,Tuahiwi,Kaiapoi-Woodend Ward,Adele Anderson,,204 Tuahiwi Road,Kaiapoi,Christchurch 7691,03-3136734,,99061,Katote (Christchurch) Community of Learning,172.643298,-43.334334,55,0,0,0,14,23,35,1,73,16,0,2,51,4
70479,Kiwi Kids Preschool Limited,03 338 5179,03 338 5176,kim@kiwikids.org.nz,32 Annex Road,Hillmorton,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Wigram,Te Tai Tonga,Middleton,Spreydon Ward,Nathan Astle,91 Harakeke Street,P O Box 33248,Barrington,Christchurch 8244,03-3385179,03-3385176,99177,Te Mana Raupo Community of Learning,172.590716,-43.550336,98,25,6,15,24,28,22,1,96,16,4,6,69,1
70481,Tiny Tots Preschool,03 389 6851,,bekron@xtra.co.nz,148 England Street,Linwood,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Linwood,Central Ward,Rebecca Ellis,148 England Street,150 Rutland Street,Saint Albans,Christchurch 8052,03-3896851,,99063,Tamai Community of Learning,172.663328,-43.528282,50,12,3,12,14,18,19,0,70,11,5,15,32,3
70489,Twizel Early Learning Centre Inc,03 435 0640,,admin@twizelearlylearning.org.nz,Market place,,Twizel,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Mackenzie District,Canterbury Region,Canterbury/Chatham Islands,Waitaki,Te Tai Tonga,Twizel Community,Pukaki Ward,Kate McMillan,Market Place,Market Place,,Twizel 7901,03-435 0640,,,,170.098454,-44.255882,39,12,2,7,7,10,3,0,29,5,1,0,23,0
70491,Early Childhood Learning Centre,03 364 2821,,cassandra.yeo@canterbury.ac.nz,116 Ilam Road,Ilam,Christchurch,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Fendalton,Riccarton Ward,Cassandra Yeo,"Walker Unit, University of Canterbury 116 Ilam Road",University of Canterbury Private Bag 4800,,Christchurch 8140,03-3642987,03-3643305,,,172.579818,-43.521253,64,19,3,11,13,13,15,1,56,4,0,13,32,7
70493,Ilam Early Learning Centre,03 348 4336,,Childcare@ucsa.org.nz,Dovedale Campus Parkstone Avenue,Ilam,Christchurch,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Ilam,Riccarton Ward,David Hawkey,,P O Box 31311,Ilam,Christchurch 8444,03-364 2652,03-364 2670,,,172.566897,-43.52302,65,25,2,14,17,24,22,0,79,9,1,29,29,9
70495,Van Asch Deaf Education Early Intervention Centre,03 326 6009,03 326 5346,hking66@vanasch.school.nz,38 Truro Street,Sumner,Christchurch,Education and Care Service,Not Applicable,Community based,No,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Port Hills,Te Tai Tonga,Sumner,Heathcote Ward,Helen King,Nile Road (Opposite #17),Private Bag 93008,,Auckland 0640,03-3266009,03-3265346,,,172.759505,-43.579339,21,5,0,2,3,7,6,1,19,4,0,1,14,0
70497,Waimate Childcare Centre Inc.,03 689 7336,03 689 7356,office@waimatechildcare.co.nz,18 John Street,,Waimate,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Waimate District,Canterbury Region,Canterbury/Chatham Islands,Waitaki,Te Tai Tonga,Waimate,Waimate Ward,Marlene Sheppard,,18 John St,,Waimate 7924,03-6897336,03-6897356,99040,Waimate Community of Learning,171.046674,-44.735274,47,10,3,8,14,15,23,1,64,10,1,4,48,1
70505,Woolston Preschool Inc,03 384 5067,03 384 5037,woolstonpreschool@outlook.co.nz,52 Glenroy Street,Woolston,Christchurch,Education and Care Service,Not Applicable,Community based,Yes,EQI 3,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Port Hills,Te Tai Tonga,Ferrymead,Linwood Ward,Rachael Steans,,P O Box 19928,Woolston,Christchurch 8241,03-9300408,,99063,Tamai Community of Learning,172.683289,-43.548302,39,15,0,4,9,16,8,1,38,10,3,7,17,1
70511,Barnardos Early Learning Homebased Canterbury One,03 378 2706,03 365 3927,canterbury.amu@barnardos.org.nz,"5/64 Langdon's Road, Papanui",Waltham,Christchurch,Homebased Network,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Casebrook,Papanui Ward,Rosemary Coppen,100 Tory Street,P O Box 6434,Marion Square,Wellington 6141,,,,,172.603986,-43.491743,60,60,2,7,14,13,6,0,42,6,1,7,28,0
70521,BestStart St Albans,03 365 1761,03 365 1730,stalbans@best-start.org,60 Champion Street,St Albans,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Edgeware,Central Ward,Trish Keith,561 Great South Road,P O Box 276177,Manukau City,South Auckland 2241,03-3411096,,99175,Otakaro Community of Learning,172.659483,-43.508215,50,16,1,9,12,5,9,0,36,7,3,11,14,0
70540,The Tree Hut Preschool Limited,03 424 8044,,,26 Rolleston Street,,Cheviot,Education and Care Service,Not Applicable,Privately owned,Yes,Not Applicable / Unknown,Hurunui District,Canterbury Region,Canterbury/Chatham Islands,Kaikoura,Te Tai Tonga,Cheviot,Cheviot Ward,Jennifer Norton,26 Rolleston Street,29 Rolleston Street,,Cheviot 7310,03-3198024,03-3195877,,,173.271124,-42.809912,30,10,1,8,5,12,9,1,36,14,0,0,22,0
70542,The James Street Pre-School,03 381 9008,03 384 9524,saltm@xtra.co.nz,5 James Street,Redcliffs,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Port Hills,Te Tai Tonga,Moncks Bay,Heathcote Ward,Murray Salt,5 James Street,159 Richmond Hill Road,Balmoral Hill,Christchurch 8081,03-3849553,03-3849524,99196,Aupaki Kahui Ako,172.736307,-43.561382,54,12,2,17,21,17,21,0,78,4,2,0,66,6
70543,Kindercare Learning Centres - Puriri (206),03 348 6712,03 337 4297,,126 Puriri Street,Riccarton,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Deans Bush,Riccarton Ward,Desley Eastwick,60 Greville Road,60 Greville Road,Pinehill,Auckland 0632,03-3374290,,,,172.592513,-43.522424,50,14,2,12,11,11,16,3,55,4,0,13,31,5
70544,The Activity Room,03 364 1230,03 364 0919,anne.morgan@cdhb.govt.nz,Riccarton Avenue,Christchurch Central,Christchurch,Hospital Based,Hospital Play/Recreation Programme,Community based,No,EQI 1,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Hagley Park,Central Ward,Anne Morgan,Christchurch Public Hospital Riccarton Avenue,. Private Bag 4710,,Christchurch 8140,03-3641230,03-3640919,,,172.623544,-43.533908,21,5,,,,,,,,,,,,
70547,BestStart Burnside,03 358 2917,,burnside@best-start.org,11 Sir William Pickering Drive,Russley,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Russley,Waimairi Ward,Trish Keith,561 Great South Road,P O Box 276177,Manukau City,South Auckland 2241,03-3411096,,,,172.559758,-43.494075,85,18,2,12,13,20,22,1,70,9,1,20,34,4
70549,BestStart Nottingham Avenue,03 322 8238,,nottingham@best-start.org,32 Nottingham Avenue,Halswell,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Port Hills,Te Tai Tonga,Oaklands East,Halswell Ward,Trish Keith,561 Great South Road,P O Box 276177,Manukau City,South Auckland 2241,03-3411096,,,,172.563293,-43.575693,53,15,2,7,22,11,20,1,63,10,1,19,28,2
70550,Tafesilafa'i Early Learning Centre (TELC),03 379 6400,03 379 6400,,122 Barbadoes Street,,Christchurch,Education and Care Service,Samoan ECE service,Community based,Yes,EQI 3,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Cathedral Square,Central Ward,Palepa Letiu,,P O Box 32006,Linwood,Christchurch 8147,03-3796400,,,,172.64599,-43.538853,30,8,1,6,4,3,6,1,21,3,18,0,0,0
70551,BestStart Parkside,03 365 7606,03 365 7950,trish.keith@best-start.org,438 Hagley Avenue,,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Cathedral Square,Central Ward,Trish Keith,561 Great South Road,P O Box 276177,Manukau City,South Auckland 2241,03-3411096,,99215,Te Taura Here o Otautahi Kahui Ako,172.619693,-43.539342,50,16,2,14,13,14,19,1,63,14,4,9,30,5
70554,Shirley First Learners,03 385 9577,03 385 9577,firstlearners@hotmail.com,101 Slater Street,Shirley,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch East,Te Tai Tonga,Richmond North,Innes Ward,Linda Broekman,127 Kippenburger Avenue,P O Box 569,,Rangiora 7440,03-3131242,,,,172.652731,-43.511692,39,12,0,12,9,16,14,1,52,12,1,6,30,3
70555,Gloriavale Christian Preschool ,03 738 0257,03 738 0212,fervents@gloriavale.co.nz,28 Heaphy Road,Lake Haupiri,Greymouth,Education and Care Service,Not Applicable,Community based,Yes,Not Applicable / Unknown,Grey District,West Coast Region,Nelson/Marlborough/West Coast,West Coast-Tasman,Te Tai Tonga,Haupiri,Eastern Ward,Fervent Stedfast,28 Heaphy Road,Private Bag 611,,Greymouth 7840,03-7380224,03-7380212,,,171.710074,-42.594173,130,50,0,0,0,18,26,35,79,1,0,0,78,0
70557,Lincoln University Early Childhood Centre,03 329 6380,,marilyn.montgomery@lincoln.ac.nz,29 The Crescent,,Lincoln,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Selwyn District,Canterbury Region,Canterbury/Chatham Islands,Selwyn,Te Tai Tonga,Lincoln,Springs Ward,Marilyn Montgomery,79 Ellesmere Junction Road,P O Box 85090,,Lincoln 7647,03-3296380,,99113,Nga Matapuna o Nga Pakihi Community of Learning,172.471404,-43.64354,33,9,2,5,9,9,11,0,36,5,1,8,19,3
70558,Mozarts,03 355 5099,,sandra@mozarts.co.nz,69 Bristol Street,Merivale,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,St Albans West,Fendalton Ward,Sandra Ford,96 Whincops Road,96 Whincops Road,Halswell,Christchurch 8025,03-3555099,,,,172.627665,-43.514879,30,0,0,0,5,4,10,1,20,2,0,7,11,0
70561,Busy C's Preschool Lyttelton,03 328 8211,03 328 8641,BusyCs@xtra.co.nz,16 Winchester Street,,Lyttelton,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Port Hills,Te Tai Tonga,Lyttelton,Banks Peninsula Ward,Caro Davidson,58 St Davids Street,58 St Davids Street,,Lyttelton 8082,03-328 7490,,99196,Aupaki Kahui Ako,172.722413,-43.601299,30,9,0,7,10,8,11,0,36,4,1,0,29,2
70564,BestStart Roydvale,03 358 3000,03 358 6260,roydvale@best-start.org,139 Roydvale Avenue,Burnside,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Russley,Waimairi Ward,Trish Keith,561 Great South Road,P O Box 276177,Manukau City,South Auckland 2241,03-3411096,,99027,Waimairi-iri Community of Learning,172.564426,-43.493012,62,16,4,13,14,20,21,0,72,6,1,18,41,6
70566,Active Explorers Ashburton,03 308 2959,03 308 2959,cm.ashburton@activeexplorers.co.nz,23-25 Archibald Street,Tinwald,Ashburton,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Ashburton District,Canterbury Region,Canterbury/Chatham Islands,Rangitata,Te Tai Tonga,Tinwald,Ashburton Ward,Kate Ogston-Cornish,Level 2 54 Fort Street,P O Box 105843,Auckland City,Auckland 1143,,,99043,Hakatere Kahui Ako,171.730381,-43.914925,71,20,4,14,20,24,23,0,85,9,1,5,67,3
70571,Learning Curves Montessori Redwood Ltd,03 352 4878,03 352 4877,learning_curves@xtra.co.nz,316 Main North Road,Redwood,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Redwood North,Papanui Ward,Robyn Toms,82 Warrington Street,82 Warrington Street,Mairehau,Christchurch 8013,03-385 9484,,,,172.617207,-43.47563,25,0,0,0,3,4,5,0,12,2,0,3,6,1
70573,Little Peppertree Preschool,03 313 3440,03 313 3440,,74 East Belt,,Rangiora,Education and Care Service,Not Applicable,Privately owned,Yes,Not Applicable / Unknown,Waimakariri District,Canterbury Region,Canterbury/Chatham Islands,Waimakariri,Te Tai Tonga,Rangiora East,Rangiora-Ashley Ward,Jeanette Allison,Wintercreek,Wintercreek RD RD1,,Rangiora 7471,03-3131554,,99077,Puketeraki Community of Learning,172.600889,-43.303371,25,0,0,0,5,10,11,2,28,4,0,3,21,0
70575,Kindercare Learning Centres - Clyde (201),03 343 2785,03 337 4297,clyde@kindercare.co.nz,7 Clyde Road,Ilam,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Upper Riccarton,Riccarton Ward,Nicola  Harris,60 Greville Road,60 Greville Road,Pinehill,Auckland 0632,03-3374290,,,,172.58664,-43.530009,50,14,0,10,9,15,10,0,44,2,4,25,11,2
